,Unnamed: 0,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Payday Loan,Credit-Builder Loan,Mortgage Loan,Debt Consolidation Loan,Student Loan,Home Equity Loan,Auto Loan,Personal Loan,Not Specified,Credit_Score,Payment_of_Min_Amount
8414,,,,,,,,,,,,,,,,744.0374463,625.9071587,,,,,,,,,,,,
8415,,,18884777.0,,,,,,,,,,,,,744.0374463,,,,,,,,,,,,,
8416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8417,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8419,,,,,,,,,,,,,,,,,608.1538163,,,,,,,,,,,,
8420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8423,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
8424,,,,,,,,,,,,,,,,10317.0,,,,,,,,,,,,,
8425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8426,,,,,797.0,,,,,,,,,,,,,,,,,,,,,,,,
8427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8428,,,,,,,1496.0,,,,,,,,,,,,,,,,,,,,,,
8429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8431,,,,,,,5124.0,,,,,,,,,,,,,,,,,,,,,,
8432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8435,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8439,,,,,,329.0,,,,,,,,,,,,,,,,,,,,,,,
8440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8442,,7195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8444,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
8445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8448,,,,,,,,,,,,2131.0,,,,,,,,,,,,,,,,,
8449,,,,,,,,,,,,,,,,,,860.0662703,,,,,,,,,,,
8450,,,,,,,,,,,,,,,,,,889.3766854,,,,,,,,,,,
8451,,,,,,,,,,,,,,,,,,848.1864881,,,,,,,,,,,
8452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8454,,,,,,,,,,,,,,,,,,803.793419,,,,,,,,,,,
8455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8460,,,,,1577.0,,,,,,,,,,,,,,,,,,,,,,,,
8461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8462,,,,,,584.0,,,,,,,,,,,,,,,,,,,,,,,
8463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8479,,,,,,1479.0,,,,,,,,,,,,,,,,,,,,,,,
8480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8485,,,,,521.0,,,,,1282.0,,,,,,,10000.0,,,,,,,,,,,,
8486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8489,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8495,,,,,,,,,,1841.0,,,,,,,,,,,,,,,,,,,
8496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8497,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
8498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8509,,,,,,,,,,,,,,,,,,869.0380362,,,,,,,,,,,
8510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8511,,,,,,,,,,,,,,,,,10000.0,801.438652,,,,,,,,,,,
8512,,,,,,,,,,,,,,,,,,950.4971423,,,,,,,,,,,
8513,,,,,,,,,,,,393.0,,,,,619.138096,,,,,,,,,,,,
8514,,,,,,,,,,,,,,,,,,839.0675766,,,,,,,,,,,
8515,,,,,,,,,,,,,,,,,,799.7538843,,,,,,,,,,,
8516,,,,,,,,,,,,,,,,,734.4220331,,,,,,,,,,,,
8517,,-500.0,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8523,,,,,,,,,,,,,,,,,607.3412789,,,,,,,,,,,,
8524,,,,,703.0,,,,,,,,,,,,,,,,,,,,,,,,
8525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8526,,,,,,,,,,,,221.0,,,,,,,,,,,,,,,,,
8527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8529,,,,,,,,,,,,,,,,60883.0,,,,,,,,,,,,,
8530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8531,,,,,,,,,,,,,,,,,634.0673466,,,,,,,,,,,,
8532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8533,,,,,,,,,,,,,,,,,1143.362812,,,,,,,,,,,,
8534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8536,,,,,,,,,,,,,,,,453.7034662,,,,,,,,,,,,,
8537,,,,,,,,,,,,,,,,453.7034662,,,,,,,,,,,,,
8538,,,,,,,,,,,,,,,,453.7034662,,,,,,,,,,,,,
8539,,,,,,,,,,,,,,,,453.7034662,,,,,,,,,,,,,
8540,,,,,,,,,,,,,,,,453.7034662,,,,,,,,,,,,,
8541,,,,,,,,,,,,,,,,453.7034662,,,,,,,,,,,,,
8542,,,,,,,,,,,,,,,,453.7034662,10000.0,,,,,,,,,,,,
8543,,,,,,,,,,,,,,,,453.7034662,,,,,,,,,,,,,
8544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8549,,8005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8552,,,,,,,,,59.0,,,,4283.59,,,,,,,,,,,,,,,,
8553,,,,,,,,,60.0,,,,4283.59,,,,,,,,,,,,,,,,
8554,,,,,,,,,63.0,,,,4283.59,,,41235.0,,,,,,,,,,,,,
8555,,,,,,,,,59.0,,,,4283.59,,,,,,,,,,,,,,,,
8556,,,,,,,,,59.0,,,,4283.59,,,,,,,,,,,,,,,,
8557,,,,,933.0,,,,59.0,,,,4283.59,,,,,,,,,,,,,,,,
8558,,5165.0,,,,1032.0,,,,,,,4283.59,,,,,,,,,,,,,,,,
8559,,,,,,,,,59.0,,,,4283.59,,,,,,,,,,,,,,,,
8560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8563,,,,,,,5717.0,,,,,,,,,,,,,,,,,,,,,,
8564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8565,,,,,,297.0,,,,,,,,,,,10000.0,,,,,,,,,,,,
8566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8567,,-500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8568,,,,,,,,,,,,,4375.21,,,,,,,,,,,,,,,,
8569,,,,,,,,,,,,,4375.21,,,,,,,,,,,,,,,,
8570,,,,,,,,,,,,,4375.21,,,,,,,,,,,,,,,,
8571,,,,,,,,,,,,,4375.21,,,,,,,,,,,,,,,,
8572,,,,,,,,,,,,,4375.21,,,,,,,,,,,,,,,,
8573,,,,,,,,,,,,,4375.21,,,,10000.0,,,,,,,,,,,,
8574,,,,,959.0,,,,,,,,4375.21,,,,,,,,,,,,,,,,
8575,,,,,,,,,,,,,4375.21,,,,10000.0,,,,,,,,,,,,
8576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8586,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8587,,,,,,1234.0,,,,,,,,,,,,,,,,,,,,,,,
8588,,,,,,,2562.0,,,,,,,,,,,,,,,,,,,,,,
8589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8592,,,5718786.0,,,,,,,,,,,,,,699.7758306,,,,,,,,,,,,
8593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8596,,,,,,,,,,2569.0,,,,,,,,,,,,,,,,,,,
8597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8598,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8599,,,,,,1467.0,,,,,,,,,,,,,,,,,,,,,,,
8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8613,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,
8614,,,,,,,4998.0,,,,,,,,,,,,,,,,,,,,,,
8615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8619,,3861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8622,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
8623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8631,,,,,809.0,,2366.0,,,,,,,,,,,,,,,,,,,,,,
8632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8633,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
8634,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
8635,,2584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8640,,2563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8647,,,,,,,,,,,,1903.0,,,,,,,,,,,,,,,,,
8648,,5592.0,,,1089.0,,,,,,,,,,,,10000.0,,,,,,,,,,,,
8649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8650,,,,,,,3521.0,,,,,,,,,,10000.0,,,,,,,,,,,,
8651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8657,,3771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8659,,,,,,,,,,,,,,,,806.6026384,,,,,,,,,,,,,
8660,,1188.0,,,,995.0,,,,,,,,,,806.6026384,,,,,,,,,,,,,
8661,,,,,,,,,,,,,,,,806.6026384,,799.2313673,,,,,,,,,,,
8662,,,,,,,,,,,,,,,,806.6026384,,,,,,,,,,,,,
8663,,,,,,,,,,,,,,,,806.6026384,,,,,,,,,,,,,
8664,,,,,,1087.0,,,,,,,,,,,10000.0,,,,,,,,,,,,
8665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8667,,,,,,,,,,,,1993.0,,,,,,,,,,,,,,,,,
8668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8670,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8680,,,163380.76,13446.06333,,,,100.0,,,,,,,,,,1137.803089,,,,,,,,,,,
8681,,,163380.76,13446.06333,,,,,,,,,,,,,,1078.416169,,,,,,,,,,,
8682,,,163380.76,13446.06333,,,,,,,,,,,,,1775.048037,,,,,,,,,,,,
8683,,,163380.76,13446.06333,,,,,,,,,,,,,,1189.570483,,,,,,,,,,,
8684,,,163380.76,13446.06333,,,,,,,,,,,,,779.3411945,,,,,,,,,,,,
8685,,,163380.76,13446.06333,,,,,,,,,,,,,1517.730354,,,,,,,,,,,,
8686,,,163380.76,13446.06333,,,,,,,,,,,,,,1189.506305,,,,,,,,,,,
8687,,,163380.76,13446.06333,,,,,,,,,,,,,617.5997356,808.3740316,,,,,,,,,,,
8688,,,179948.84,,,,,,,,,,,,,446.2593466,,1051.945467,,,,,,,,,,,
8689,,,179948.84,14836.73667,,,,,,,,,,,,446.2593466,1348.266895,,,,,,,,,,,,
8690,,,179948.84,14836.73667,1668.0,,,,,,,,,,,446.2593466,,805.9460871,,,,,,,,,,,
8691,,,179948.84,14836.73667,,,,,,,,,,,,446.2593466,,916.1742031,,,,,,,,,,,
8692,,,179948.84,,,,,,,,,,,,,446.2593466,1346.998849,,,,,,,,,,,,
8693,,,179948.84,14836.73667,,,,,,,,,,,,446.2593466,,1015.792249,,,,,,,,,,,
8694,,,179948.84,14836.73667,,,,,,,,,,,,446.2593466,10000.0,,,,,,,,,,,,
8695,,,179948.84,14836.73667,,,,,,,,,,,,446.2593466,674.3317229,,,,,,,,,,,,
8696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8701,,-500.0,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,
8702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8707,,,,,,,2723.0,,,,,,,,,,,,,,,,,,,,,,
8708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8716,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8718,,5017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8726,,8034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8729,,,,,,,,,,,,,,,,45367.0,,,,,,,,,,,,,
8730,,5256.0,,,,,,,,,,,,,,63275.0,,,,,,,,,,,,,
8731,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
8732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8733,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8736,,,,,,,,,,,,,4998.07,,,,10000.0,,,,,,,,,,,,
8737,,,,,,,,,,,,,4998.07,,,,,,,,,,,,,,,,
8738,,,,,,,,,,,,,4998.07,,,,,,,,,,,,,,,,
8739,,,,,,,,,,,,,4998.07,,,,,,,,,,,,,,,,
8740,,,,,,419.0,,,,,,,4998.07,,,519.8004775,,,,,,,,,,,,,
8741,,,,,,,,,,,,,4998.07,,,519.8004775,,,,,,,,,,,,,
8742,,,,,,,,,,,,,4998.07,,,519.8004775,,,,,,,,,,,,,
8743,,,16848804.0,,,,,,,,,,4998.07,,,519.8004775,,,,,,,,,,,,,
8744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8745,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
8746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8752,,,,,,,,,,,,,,,,,643.0137274,,,,,,,,,,,,
8753,,,,,,,,,,,,,,,,,1302.06235,,,,,,,,,,,,
8754,,,,,,,,,,,,,,,,,,795.6998218,,,,,,,,,,,
8755,,,,,,,,,,,,,,,,,,922.883464,,,,,,,,,,,
8756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8757,,,,,,,,,,,,,,,,,,945.8639588,,,,,,,,,,,
8758,,,,,,,,,,,,,,,,,,795.9063337,,,,,,,,,,,
8759,,,,,,,,,,,,,,,,,,1137.08191,,,,,,,,,,,
8760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8762,,,,,,,,100.0,,,,,,,,41394.0,,,,,,,,,,,,,
8763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8766,,,,,,,,,,,,,,,,,773.2859295,,,,,,,,,,,,
8767,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
8768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8771,,,,,,,,,,,,,,,,1857.0,,,,,,,,,,,,,
8772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8784,,,,,,,2227.0,,,,,,,,,,,,,,,,,,,,,,
8785,,,,,,,,,,,,,,,,,775.4593666,,,,,,,,,,,,
8786,,,,,,,,100.0,,,,,,,,,,1090.755863,,,,,,,,,,,
8787,,,,,,,,100.0,,,,,,,,,661.6275901,,,,,,,,,,,,
8788,,8173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8789,,,,,,,,,,,,,,,,,,1068.136735,,,,,,,,,,,
8790,,,,,,,,,,,,,,,,,628.8460716,,,,,,,,,,,,
8791,,,,,,874.0,,,,,,,,,,,,919.9135418,,,,,,,,,,,
8792,,,,,,,,,,,,,4064.57,,,,,,,,,,,,,,,,
8793,,,,,,,,,,,,,4064.57,,,,,,,,,,,,,,,,
8794,,,,,,,,,,,,,4064.57,,,,,,,,,,,,,,,,
8795,,,,,,,,,,,,,4064.57,,,,,,,,,,,,,,,,
8796,,,,,,,,,,,,,4064.57,,,,,,,,,,,,,,,,
8797,,,,,,,,,,,,,4064.57,,,,,,,,,,,,,,,,
8798,,,22299600.0,,,794.0,,,,,,,4064.57,,,,,,,,,,,,,,,,
8799,,,,,,,,,,,,,4064.57,,,,,,,,,,,,,,,,
8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8801,,2419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8807,,,,,,,,,,,,,,,,51846.0,,,,,,,,,,,,,
8808,,,,,,,,,,,,,4082.37,,,,,,,,,,,,,,,,
8809,,,,,,,,,,,,,4082.37,,,,,,,,,,,,,,,,
